WKT,行政區,場所名稱,場所地址,管理單位,連絡電話,場所開放時間,飲水台數,設置地點,緯度,經度,名稱,說明,鄉鎮市區,地址,描述,聯絡電話,開放星期(一),開放時間(一),開放星期(二),開放時間(二),冰,溫,熱,WGS84_X,WGS84_Y
WGS84_Y: 22.976822,仁德區,一甲里忠義路260號,廟內虎邊,06-2701433,星期一~星期日,06:00~21:00,-,-,TRUE,TRUE,TRUE,120.254681,22.976822
"POINT (120.259385 22.969234 0.0)",,,,,,,,,,,慈濟台南分會,鄉鎮市區: 仁德區
地址: 仁義路222號
描述: 一樓東側茶水間
聯絡電話: -
開放星期(一): 星期一~星期日
開放時間(一): 09:00~16:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.259385
WGS84_Y: 22.969234,仁德區,仁義路222號,一樓東側茶水間,-,星期一~星期日,09:00~16:00,-,-,FALSE,TRUE,TRUE,120.259385,22.969234
"POINT (120.25375 22.94851 0.0)",,,,,,,,,,,後壁里老人文康活動中心,鄉鎮市區: 仁德區
地址: 德南路68號
描述: -
聯絡電話: 06-2791665
開放星期(一): 星期一~星期日
開放時間(一): 08:00~18:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: FALSE
熱: TRUE
WGS84_X: 120.253750
WGS84_Y: 22.948510,仁德區,德南路68號,-,06-2791665,星期一~星期日,08:00~18:00,-,-,FALSE,FALSE,TRUE,120.253750,22.948510
"POINT (120.252117 22.971697 0.0)",,,,,,,,,,,統聯客運仁德站,鄉鎮市區: 仁德區
地址: 中山路578號
描述: 入口左側
聯絡電話: 06-2794472
開放星期(一): 星期一~星期日
開放時間(一): 06:30~22:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: FALSE
WGS84_X: 120.252117
WGS84_Y: 22.971697,仁德區,中山路578號,入口左側,06-2794472,星期一~星期日,06:30~22:30,-,-,FALSE,TRUE,FALSE,120.252117,22.971697
"POINT (120.25783 22.96837 0.0)",,,,,,,,,,,臺南市政府消防局第五大隊仁德分隊,鄉鎮市區: 仁德區
地址: 仁義路432號
描述: 請詢問值班人員
聯絡電話: 06-2700119
開放星期(一): 星期一~星期日
開放時間(一): 08:00~18:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.257830
WGS84_Y: 22.968370,仁德區,仁義路432號,請詢問值班人員,06-2700119,星期一~星期日,08:00~18:00,-,-,FALSE,TRUE,TRUE,120.257830,22.968370
"POINT (120.244853 22.929013 0.0)",,,,,,,,,,,臺南市政府消防局第五大隊文賢分隊,鄉鎮市區: 仁德區
地址: 三甲子58-9號
描述: 請詢問值班人員
聯絡電話: 06-2666302
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.244853
WGS84_Y: 22.929013,仁德區,三甲子58-9號,請詢問值班人員,06-2666302,星期一~星期日,08:00~22:00,-,-,FALSE,TRUE,TRUE,120.244853,22.929013
"POINT (120.251685 22.97243 0.0)",,,,,,,,,,,臺南市仁德區公所,鄉鎮市區: 仁德區
地址: 仁德里中正路三段5號
描述: 大門右邊收發中心前
聯絡電話: 06-2704211
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.251685
WGS84_Y: 22.972430,仁德區,仁德里中正路三段5號,大門右邊收發中心前,06-2704211,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.251685,22.972430
"POINT (120.216483 22.919294 0.0)",,,,,,,,,,,大甲國民小學,鄉鎮市區: 仁德區
地址: 中正西路360巷30號
描述: -
聯絡電話: 06-2662492
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.216483
WGS84_Y: 22.919294,仁德區,中正西路360巷30號,-,06-2662492,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.216483,22.919294
"POINT (120.222169 22.959983 0.0)",,,,,,,,,,,仁和國民小學,鄉鎮市區: 仁德區
地址: 仁愛里保仁路68號
描述: -
聯絡電話: 06-2681927
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.222169
WGS84_Y: 22.959983,仁德區,仁愛里保仁路68號,-,06-2681927,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.222169,22.959983
"POINT (120.253816 22.962188 0.0)",,,,,,,,,,,仁德國民小學,鄉鎮市區: 仁德區
地址: 中正路2段806號
描述: -
聯絡電話: 06-2794570
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.253816
WGS84_Y: 22.962188,仁德區,中正路2段806號,-,06-2794570,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.253816,22.962188
"POINT (120.236096 22.922289 0.0)",,,,,,,,,,,文賢國民小學,鄉鎮市區: 仁德區
地址: 文賢路1段886號
描述: -
聯絡電話: 06-2661260
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.236096
WGS84_Y: 22.922289,仁德區,文賢路1段886號,-,06-2661260,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.236096,22.922289
"POINT (120.261157 22.912958 0.0)",,,,,,,,,,,依仁國民小學,鄉鎮市區: 仁德區
地址: 中洲里1鄰中洲1-126號
描述: -
聯絡電話: 06-2662108
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.261157
WGS84_Y: 22.912958,仁德區,中洲里1鄰中洲1-126號,-,06-2662108,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.261157,22.912958
"POINT (120.229885 22.945421 0.0)",,,,,,,,,,,虎山實驗小學,鄉鎮市區: 仁德區
地址: 成功里虎山一街100號
描述: -
聯絡電話: 06-2682588
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.229885
WGS84_Y: 22.945421,仁德區,成功里虎山一街100號,-,06-2682588,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.229885,22.945421
"POINT (120.260507 22.990383 0.0)",,,,,,,,,,,長興國民小學,鄉鎮市區: 仁德區
地址: 土庫路6號
描述: -
聯絡電話: 06-2723986
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.260507
WGS84_Y: 22.990383,仁德區,土庫路6號,-,06-2723986,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.260507,22.990383
"POINT (120.251154 22.948759 0.0)",,,,,,,,,,,德南國民小學,鄉鎮市區: 仁德區
地址: 中正路2段209號
描述: -
聯絡電話: 06-2794772
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.251154
WGS84_Y: 22.948759,仁德區,中正路2段209號,-,06-2794772,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.251154,22.948759
"POINT (120.247528 22.955986 0.0)",,,,,,,,,,,仁德國民中學,鄉鎮市區: 仁德區
地址: 民安路1段363號
描述: -
聯絡電話: 06-2682724
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.247528
WGS84_Y: 22.955986,仁德區,民安路1段363號,-,06-2682724,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.247528,22.955986
"POINT (120.234029 22.921549 0.0)",,,,,,,,,,,文賢國民中學,鄉鎮市區: 仁德區
地址: 保安里中正路1段185號
描述: -
聯絡電話: 06-2662392
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.234029
WGS84_Y: 22.921549,仁德區,保安里中正路1段185號,-,06-2662392,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.234029,22.921549
"POINT (120.25321 22.97259 0.0)",,,,,,,,,,,仁德區圖書館,鄉鎮市區: 仁德區
地址: 正義路39號二樓
描述: 進門右轉
聯絡電話: 06-2703607
開放星期(一): 星期二~星期日
開放時間(一): 08:00~20:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.253210
WGS84_Y: 22.972590,仁德區,正義路39號二樓,進門右轉,06-2703607,星期二~星期日,08:00~20:00,-,-,TRUE,TRUE,TRUE,120.253210,22.972590
"POINT (120.26633 22.90634 0.0)",,,,,,,,,,,交通部高速公路局仁德服務區北上,鄉鎮市區: 仁德區
地址: 中洲路一巷200號
描述: 超商左側轉角牆面
聯絡電話: 06-2780615
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.266330
WGS84_Y: 22.906340,仁德區,中洲路一巷200號,超商左側轉角牆面,06-2780615,星期一~星期日,全天,-,-,FALSE,TRUE,TRUE,120.266330,22.906340
"POINT (120.26513 22.9055 0.0)",,,,,,,,,,,交通部高速公路局仁德服務區南下,鄉鎮市區: 仁德區
地址: 中洲路一巷220號
描述: 超商左側轉角牆面
聯絡電話: 06-3663885
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.265130
WGS84_Y: 22.905500,仁德區,中洲路一巷220號,超商左側轉角牆面,06-3663885,星期一~星期日,全天,-,-,FALSE,TRUE,TRUE,120.265130,22.905500
"POINT (120.223424 22.937018 0.0)",,,,,,,,,,,臺南都會公園管理中心,鄉鎮市區: 仁德區
地址: 文華路二段66號
描述: 大門左側
聯絡電話: 06-2991111#8880
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.223424
WGS84_Y: 22.937018,仁德區,文華路二段66號,大門左側,06-2991111#8880,星期一~星期日,全天,-,-,FALSE,TRUE,TRUE,120.223424,22.937018
"POINT (120.241969 22.976607 0.0)",,,,,,,,,,,衛生福利部嘉南療養院,鄉鎮市區: 仁德區
地址: 裕忠路539號
描述: 掛號櫃臺前
聯絡電話: 06-2795019
開放星期(一): 星期一~星期日
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.241969
WGS84_Y: 22.976607,仁德區,裕忠路539號,掛號櫃臺前,06-2795019,星期一~星期日,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.241969,22.976607
"POINT (120.24182 22.97526 0.0)",,,,,,,,,,,衛福部胸腔病院,鄉鎮市區: 仁德區
地址: 中山路864號
描述: 一樓大廳
聯絡電話: 06-2705911
開放星期(一): 星期一~星期日
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.241820
WGS84_Y: 22.975260,仁德區,中山路864號,一樓大廳,06-2705911,星期一~星期日,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.241820,22.975260
"POINT (120.25079 22.97195 0.0)",,,,,,,,,,,臺南市政府警察局歸仁分局仁德分駐所,鄉鎮市區: 仁德區
地址: 中山路624號
描述: 請詢問值班人員
聯絡電話: 06-2702664
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.250790
WGS84_Y: 22.971950,仁德區,中山路624號,請詢問值班人員,06-2702664,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.250790,22.971950
"POINT (120.260009 22.991121 0.0)",,,,,,,,,,,臺南市政府警察局歸仁分局太廟派出所,鄉鎮市區: 仁德區
地址: 太子路461號
描述: 請詢問值班人員
聯絡電話: 06-2726472
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.260009
WGS84_Y: 22.991121,仁德區,太子路461號,請詢問值班人員,06-2726472,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.260009,22.991121
"POINT (120.220954 22.943314 0.0)",,,,,,,,,,,臺南市政府警察局歸仁分局文賢派出所,鄉鎮市區: 仁德區
地址: 二仁路二段600號
描述: 請詢問值班人員
聯絡電話: 06-2661788
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.220954
WGS84_Y: 22.943314,仁德區,二仁路二段600號,請詢問值班人員,06-2661788,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.220954,22.943314
"POINT (120.251366 22.950514 0.0)",,,,,,,,,,,臺南市政府警察局歸仁分局德南派出所,鄉鎮市區: 仁德區
地址: 中正路二段271號
描述: 請詢問值班人員
聯絡電話: 06-2791341
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.251366
WGS84_Y: 22.950514,仁德區,中正路二段271號,請詢問值班人員,06-2791341,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.251366,22.950514
"POINT (120.25281 22.90452 0.0)",,,,,,,,,,,臺鐵中洲站,鄉鎮市區: 仁德區
地址: 中洲五街236號
描述: 剪票口旁
聯絡電話: 06-2667191
開放星期(一): 星期一~星期日
開放時間(一): 05:00~00:05
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.252810
WGS84_Y: 22.904520,仁德區,中洲五街236號,剪票口旁,06-2667191,星期一~星期日,05:00~00:05,-,-,TRUE,TRUE,TRUE,120.252810,22.904520
"POINT (120.24053 22.92351 0.0)",,,,,,,,,,,臺鐵仁德站,鄉鎮市區: 仁德區
地址: 永德路10號
描述: 剪票口旁
聯絡電話: 06-2669383
開放星期(一): 星期一~星期日
開放時間(一): 06:25~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.240530
WGS84_Y: 22.923510,仁德區,永德路10號,剪票口旁,06-2669383,星期一~星期日,06:25~22:00,-,-,TRUE,TRUE,TRUE,120.240530,22.923510
"POINT (120.231616 22.932957 0.0)",,,,,,,,,,,臺鐵保安站,鄉鎮市區: 仁德區
地址: 文賢路一段529巷10號
描述: 剪票口進站右側
聯絡電話: 06-2665988
開放星期(一): 星期一~星期日
開放時間(一): 05:00~24:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.231616
WGS84_Y: 22.932957,仁德區,文賢路一段529巷10號,剪票口進站右側,06-2665988,星期一~星期日,05:00~24:00,-,-,TRUE,TRUE,TRUE,120.231616,22.932957
"POINT (120.22592 22.934749 0.0)",,,,,,,,,,,奇美博物館,鄉鎮市區: 仁德區
地址: 文華路二段66號
描述: 布雷西亞廳
聯絡電話: 06-2660808
開放星期(一): 星期四~星期二
開放時間(一): 09:30-17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.225920
WGS84_Y: 22.934749,仁德區,文華路二段66號,布雷西亞廳,06-2660808,星期四~星期二,09:30-17:30,-,-,TRUE,TRUE,TRUE,120.225920,22.934749
"POINT (120.346948 23.224687 0.0)",,,,,,,,,,,臺南市六甲區衛生所,鄉鎮市區: 六甲區
地址: 中華路110號
描述: 茶水間
聯絡電話: 06-6982013
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.346948
WGS84_Y: 23.224687,六甲區,中華路110號,茶水間,06-6982013,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.346948,23.224687
"POINT (120.346916 23.231977 0.0)",,,,,,,,,,,臺南市官田戶政事務所六甲辦公處,鄉鎮市區: 六甲區
地址: 中山路212號
描述: 門口左側民眾等待區
聯絡電話: 06-6982408
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.346916
WGS84_Y: 23.231977,六甲區,中山路212號,門口左側民眾等待區,06-6982408,星期一~星期五,08:00~17:30,-,-,FALSE,TRUE,TRUE,120.346916,23.231977
"POINT (120.346107 23.228154 0.0)",,,,,,,,,,,六甲幼兒園,鄉鎮市區: 六甲區
地址: 六甲里中正路319號
描述: -
聯絡電話: 06-6984863
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.346107
WGS84_Y: 23.228154,六甲區,六甲里中正路319號,-,06-6984863,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.346107,23.228154
"POINT (120.351582 23.230477 0.0)",,,,,,,,,,,六甲公有零售市場,鄉鎮市區: 六甲區
地址: 中正路522號
描述: 市場西側入口處
聯絡電話: 06-6987846
開放星期(一): 星期二~星期日
開放時間(一): 08:00~18:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.351582
WGS84_Y: 23.230477,六甲區,中正路522號,市場西側入口處,06-6987846,星期二~星期日,08:00~18:00,-,-,FALSE,TRUE,TRUE,120.351582,23.230477
"POINT (120.352223 23.231287 0.0)",,,,,,,,,,,中華電信六甲服務中心,鄉鎮市區: 六甲區
地址: 建國街67號
描述: 營業廳
聯絡電話: 0800-080123
開放星期(一): 星期一~星期五
開放時間(一): 08:30~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.352223
WGS84_Y: 23.231287,六甲區,建國街67號,營業廳,0800-080123,星期一~星期五,08:30~17:30,-,-,FALSE,TRUE,TRUE,120.352223,23.231287
"POINT (120.345081 23.222048 0.0)",,,,,,,,,,,七甲龍湖代天府,鄉鎮市區: 六甲區
地址: 七甲里七甲街89巷4號
描述: 廟內龍邊
聯絡電話: 06-6984721
開放星期(一): 星期一~星期日
開放時間(一): 06:00~20:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.345081
WGS84_Y: 23.222048,六甲區,七甲里七甲街89巷4號,廟內龍邊,06-6984721,星期一~星期日,06:00~20:00,-,-,TRUE,TRUE,TRUE,120.345081,23.222048
"POINT (120.345513 23.228496 0.0)",,,,,,,,,,,二甲玄武殿,鄉鎮市區: 六甲區
地址: 二甲里民權街215號
描述: 服務台前
聯絡電話: 06-6982242
開放星期(一): 星期一~星期日
開放時間(一): 06:00~20:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.345513
WGS84_Y: 23.228496,六甲區,二甲里民權街215號,服務台前,06-6982242,星期一~星期日,06:00~20:00,-,-,FALSE,TRUE,TRUE,120.345513,23.228496
"POINT (120.412174 23.23441 0.0)",,,,,,,,,,,二甲真武殿,鄉鎮市區: 六甲區
地址: 王爺里西港湖3號
描述: 廟內虎邊
聯絡電話: -
開放星期(一): 星期一~星期日
開放時間(一): 06:00~20:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.412174
WGS84_Y: 23.234410,六甲區,王爺里西港湖3號,廟內虎邊,-,星期一~星期日,06:00~20:00,-,-,FALSE,TRUE,TRUE,120.412174,23.234410
"POINT (120.351753 23.224151 0.0)",,,,,,,,,,,十八王公府,鄉鎮市區: 六甲區
地址: 甲南里中正路242巷20號
描述: 廟內龍邊
聯絡電話: 06-6984721
開放星期(一): 星期一~星期日
開放時間(一): 06:00~20:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.351753
WGS84_Y: 23.224151,六甲區,甲南里中正路242巷20號,廟內龍邊,06-6984721,星期一~星期日,06:00~20:00,-,-,TRUE,TRUE,TRUE,120.351753,23.224151
"POINT (120.353908 23.230843 0.0)",,,,,,,,,,,六甲媽祖廟,鄉鎮市區: 六甲區
地址: 六甲里仁愛街38號
描述: 右側洗手台旁
聯絡電話: 06-6980059
開放星期(一): 星期一~星期日
開放時間(一): 05:00~21:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.353908
WGS84_Y: 23.230843,六甲區,六甲里仁愛街38號,右側洗手台旁,06-6980059,星期一~星期日,05:00~21:00,-,-,TRUE,TRUE,TRUE,120.353908,23.230843
"POINT (120.408727 23.228896 0.0)",,,,,,,,,,,水流東觀音宮,鄉鎮市區: 六甲區
地址: 王爺里水流東19-1號
描述: 廟內虎邊
聯絡電話: -
開放星期(一): 星期一~星期日
開放時間(一): 06:00~20:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.408727
WGS84_Y: 23.228896,六甲區,王爺里水流東19-1號,廟內虎邊,-,星期一~星期日,06:00~20:00,-,-,FALSE,TRUE,TRUE,120.408727,23.228896
"POINT (120.354627 23.227956 0.0)",,,,,,,,,,,北極殿,鄉鎮市區: 六甲區
